0.264,0.082,0.202,0.323,-0.170,0.328,0.060,0.560,0.215,0.237,-0.215,0.344,0.005,0.400
0.156,0.241,0.183,0.242,-0.318,0.152,0.148,0.549,0.037,0.171,-0.076,0.237,-0.142,0.378
0.028,-0.023,0.115,0.051,-0.278,0.195,-0.232,0.369,-0.118,-0.072,-0.364,0.102,-0.227,0.252
0.015,0.057,0.029,0.103,-0.246,0.059,-0.316,0.370,-0.034,-0.106,-0.385,0.165,-0.139,0.328
0.016,-0.096,0.068,0.162,-0.368,-0.027,-0.210,0.219,-0.085,-0.181,-0.432,-0.014,-0.068,0.247
0.215,-0.080,0.102,0.190,-0.355,0.097,-0.123,0.414,-0.077,-0.229,-0.516,-0.002,-0.216,0.290
0.237,0.057,0.323,0.353,-0.310,0.108,-0.021,0.512,0.076,0.028,-0.080,0.275,-0.125,0.432
0.099,-0.164,0.122,0.196,-0.505,-0.100,-0.296,0.352,0.052,-0.244,-0.507,0.006,-0.323,0.313
0.054,-0.068,0.043,0.146,-0.408,0.126,-0.340,0.368,-0.018,-0.125,-0.360,0.038,-0.200,0.142
0.047,-0.088,0.214,0.260,-0.280,-0.002,-0.211,0.428,0.002,-0.065,-0.382,0.096,-0.184,0.209
0.482,0.198,0.503,0.373,-0.148,0.282,-0.016,0.618,0.247,0.041,0.027,0.369,-0.055,0.543
0.452,0.364,0.361,0.376,-0.010,0.214,0.022,0.698,0.433,0.200,-0.001,0.427,0.237,0.590
0.506,0.073,0.170,0.361,-0.252,0.293,-0.041,0.580,0.198,0.091,-0.056,0.316,0.001,0.406
0.200,0.050,0.130,0.270,-0.154,0.111,-0.025,0.399,0.023,0.034,-0.187,0.306,-0.161,0.414
0.506,0.317,0.429,0.653,0.035,0.605,0.136,0.742,0.462,0.417,0.074,0.571,0.214,0.705
0.219,0.126,0.307,0.255,-0.133,0.254,-0.217,0.437,0.206,0.128,-0.149,0.248,0.087,0.459
0.062,-0.002,0.091,0.000,-0.414,-0.119,-0.367,0.159,0.039,-0.134,-0.292,0.133,-0.066,0.233
-0.041,-0.131,-0.029,0.049,-0.590,-0.078,-0.368,0.210,-0.028,-0.210,-0.310,-0.159,-0.198,0.103
-0.124,-0.296,-0.011,-0.023,-0.461,-0.164,-0.458,0.174,-0.279,-0.258,-0.357,-0.134,-0.553,0.098
-0.053,-0.371,-0.030,0.040,-0.538,-0.060,-0.441,0.167,-0.143,-0.229,-0.461,-0.136,-0.400,-0.004
-0.334,-0.547,-0.302,-0.169,-0.764,-0.369,-0.630,0.062,-0.365,-0.509,-0.632,-0.319,-0.613,-0.075
-0.398,-0.508,-0.356,-0.349,-0.800,-0.457,-0.808,-0.078,-0.530,-0.693,-0.817,-0.413,-0.708,-0.234
-0.665,-0.752,-0.639,-0.636,-1.196,-0.638,-0.986,-0.443,-0.749,-0.873,-1.145,-0.880,-0.970,-0.508
-0.403,-0.549,-0.409,-0.454,-0.968,-0.582,-0.848,-0.131,-0.569,-0.531,-0.965,-0.529,-0.894,-0.325
-0.465,-0.688,-0.644,-0.445,-0.925,-0.685,-0.919,-0.329,-0.545,-0.775,-0.904,-0.571,-0.800,-0.238
-0.511,-0.610,-0.539,-0.470,-0.992,-0.624,-0.796,-0.157,-0.605,-0.789,-0.903,-0.538,-0.770,-0.273
-0.582,-0.818,-0.697,-0.674,-1.100,-0.569,-0.849,-0.320,-0.603,-0.886,-1.140,-0.792,-0.938,-0.493
-0.409,-0.676,-0.455,-0.450,-0.968,-0.564,-0.994,-0.206,-0.680,-0.646,-0.908,-0.515,-0.780,-0.263
-0.504,-0.628,-0.431,-0.380,-0.954,-0.449,-0.783,-0.311,-0.578,-0.757,-0.964,-0.474,-0.832,-0.271
-0.239,-0.231,-0.213,-0.222,-0.591,-0.129,-0.456,0.122,-0.243,-0.273,-0.606,-0.210,-0.556,-0.014
-0.285,-0.446,-0.280,-0.153,-0.932,-0.211,-0.621,0.053,-0.332,-0.523,-0.690,-0.234,-0.580,-0.159
-0.511,-0.608,-0.537,-0.469,-0.855,-0.449,-0.755,-0.284,-0.544,-0.572,-0.878,-0.626,-0.720,-0.281
-0.448,-0.610,-0.501,-0.217,-0.842,-0.410,-0.750,-0.135,-0.502,-0.469,-0.869,-0.444,-0.877,-0.162
-0.318,-0.513,-0.386,-0.274,-0.699,-0.308,-0.689,-0.122,-0.338,-0.376,-0.691,-0.417,-0.647,-0.162
-0.561,-0.585,-0.513,-0.354,-0.941,-0.486,-0.947,-0.185,-0.491,-0.741,-0.986,-0.477,-0.770,-0.288
-0.210,-0.215,-0.167,0.101,-0.670,-0.185,-0.409,0.128,-0.184,-0.407,-0.509,-0.161,-0.466,-0.020
-0.213,-0.310,-0.120,-0.093,-0.718,-0.272,-0.533,0.236,-0.225,-0.343,-0.661,-0.187,-0.620,-0.101
-0.250,-0.228,-0.166,-0.215,-0.568,-0.128,-0.518,0.100,-0.276,-0.375,-0.487,-0.072,-0.465,0.061
0.126,-0.120,0.143,0.144,-0.331,0.048,-0.186,0.327,-0.032,0.068,-0.193,0.214,-0.243,0.342
0.187,-0.110,0.165,0.352,-0.494,0.051,-0.159,0.505,0.151,-0.025,-0.266,0.337,-0.005,0.459
0.351,0.148,0.306,0.376,-0.034,0.346,-0.001,0.595,0.249,0.289,-0.287,0.350,0.147,0.548
0.235,0.012,0.253,0.332,-0.204,0.275,-0.183,0.492,0.157,0.101,-0.109,0.284,-0.138,0.401
0.253,-0.070,0.401,0.452,-0.149,0.197,0.046,0.442,0.231,0.139,-0.079,0.144,-0.125,0.502
0.530,0.225,0.419,0.470,-0.080,0.175,-0.063,0.584,0.255,0.225,-0.078,0.427,0.100,0.526
0.411,0.320,0.438,0.580,0.100,0.215,0.168,0.545,0.339,0.416,-0.049,0.482,-0.103,0.472
0.343,0.384,0.364,0.528,-0.146,0.450,0.244,0.645,0.412,0.159,-0.010,0.419,0.172,0.617
